timestamp,query,volume,related_top,related_rising
2026-08-19T09:01:15.685041,konya,20 B+,"konya güncel, konya son dakika",
2026-08-19T09:01:16.185470,fenerbahçe - lyon maç,1 Mn+,"iddaa fenerbahçe - lyon maç, fenerbahçe - lyon maç iddaa, fenerbahçe - lyon maç gol, özet fenerbahçe - lyon maç, gol fenerbahçe - lyon maç","fenerbahçe - lyon maç izle son dakika, canlı fenerbahçe - lyon maç haberleri, izle fenerbahçe - lyon maç haberleri, sonuç fenerbahçe - lyon maç haberleri, fenerbahçe - lyon maç sonuç son dakika"
2026-08-19T09:01:16.686277,haber,100 B+,"haber son dakika, haber güncel",
2026-08-19T09:01:17.187097,külçe,20 B+,"külçe güncel, külçe son dakika",
2026-08-19T09:01:17.687890,necati ateş,10 B+,"necati ateş güncel, necati ateş son dakika",
2026-08-19T09:01:18.188205,ücret,10 B+,"ücret son dakika, ücret güncel",
2026-08-19T09:01:18.688946,roberto carlos,10 B+,"roberto carlos güncel, roberto carlos son dakika",
2026-08-19T09:01:19.189396,erken seçim,5 B+,"erken seçim son dakika, erken seçim güncel",
2026-08-19T09:01:19.690162,okan tüysüz,5 B+,"okan tüysüz son dakika, okan tüysüz güncel",
2026-08-19T09:01:20.190970,yks türkiye birincisi,5 B+,"yks türkiye birincisi son dakika, yks türkiye birincisi güncel",
2026-08-19T09:01:20.691430,kriz,5 B+,"kriz son dakika, kriz güncel",
2026-08-19T09:01:21.192352,melih meriç,10 B+,"melih meriç son dakika, melih meriç güncel",
2026-08-19T09:01:21.693298,barış alper yılmaz,10 B+,"barış alper yılmaz güncel, barış alper yılmaz son dakika",
2026-08-19T09:01:22.194244,benzema,5 B+,"benzema son dakika, benzema güncel",
2026-08-19T09:01:22.695153,arif ahmet denizolgun,10 B+,"arif ahmet denizolgun güncel, arif ahmet denizolgun son dakika",
2026-08-19T20:01:12.077214,konya,100 B+,"konya güncel, konya son dakika",
2026-08-19T20:01:12.577976,alparslan kuytul kimdir,20 B+,"alparslan kuytul kimdir güncel, alparslan kuytul kimdir son dakika",
2026-08-19T20:01:13.078801,ermedin demirovic,10 B+,"ermedin demirovic son dakika, ermedin demirovic güncel",
2026-08-19T20:01:13.579810,faiz,10 B+,"faiz son dakika, faiz güncel",
2026-08-19T20:01:14.080603,ajet,10 B+,"ajet son dakika, ajet güncel",
2026-08-19T20:01:14.581435,banka,100 B+,"banka güncel, banka son dakika",
2026-08-19T20:01:15.081935,benzema,10 B+,"benzema son dakika, benzema güncel",
2026-08-19T20:01:15.583131,yeni parti,5 B+,"yeni parti güncel, yeni parti son dakika",
2026-08-19T20:01:16.083999,yks yerleştirme taban puanlari,5 B+,"yks yerleştirme taban puanlari son dakika, yks yerleştirme taban puanlari güncel",
2026-08-19T20:01:16.585016,ismaila sarr,2 B+,"ismaila sarr son dakika, ismaila sarr güncel",
2026-08-19T20:01:17.087063,faruk yalçın,5 B+,"faruk yalçın son dakika, faruk yalçın güncel",
2026-08-19T20:01:17.587966,istanbul deprem,10 B+,"istanbul deprem güncel, istanbul deprem son dakika",
2026-08-19T20:01:18.088925,livakovic,1 B+,"livakovic son dakika, livakovic güncel",
2026-08-19T20:01:18.589862,gta 6 leaks,5 B+,"gta 6 leaks güncel, gta 6 leaks son dakika",
2026-08-19T20:01:19.090507,musaba,2 B+,"musaba son dakika, musaba güncel",
