timestamp,query,volume,related_top,related_rising
2026-09-03T00:01:15.869900,nicolas raskin,50 B+,"nicolas raskin son dakika, nicolas raskin güncel",
2026-09-03T00:01:16.370760,richarlison,20 B+,"richarlison güncel, richarlison son dakika",
2026-09-03T00:01:16.871571,yasin ayari,20 B+,"yasin ayari güncel, yasin ayari son dakika",
2026-09-03T00:01:17.372721,ümit akdağ,20 B+,"ümit akdağ güncel, ümit akdağ son dakika",
2026-09-03T00:01:17.873305,adana demirspor,10 B+,"adana demirspor son dakika, adana demirspor güncel",
2026-09-03T00:01:18.373893,genar,10 B+,"genar güncel, genar son dakika",
2026-09-03T00:01:18.874790,breno bidon,10 B+,"breno bidon son dakika, breno bidon güncel",
2026-09-03T00:01:19.375829,kıyma,5 B+,"kıyma güncel, kıyma son dakika",
2026-09-03T00:01:19.876730,vanspor - petrolspor,20 B+,"vanspor - petrolspor son dakika, vanspor - petrolspor güncel",
2026-09-03T00:01:20.377835,türkiye - almanya maçı ne zaman,10 B+,"türkiye - almanya maçı ne zaman son dakika, türkiye - almanya maçı ne zaman güncel",
2026-09-03T00:01:20.878629,borç yapılandırması,2 B+,"borç yapılandırması son dakika, borç yapılandırması güncel",
2026-09-03T00:01:21.379478,kredi kartı,5 B+,"kredi kartı güncel, kredi kartı son dakika",
2026-09-03T00:01:21.879867,tuğberk imamoğlu kimdir,10 B+,"tuğberk imamoğlu kimdir güncel, tuğberk imamoğlu kimdir son dakika",
2026-09-03T00:01:22.380799,atina,2 B+,"atina son dakika, atina güncel",
2026-09-03T00:01:22.881693,iptal edildi,2 B+,"iptal edildi son dakika, iptal edildi güncel",
2026-09-03T20:01:12.255332,ümit akdağ,50 B+,"ümit akdağ güncel, ümit akdağ son dakika",
2026-09-03T20:01:12.755464,bağ-kur,20 B+,"bağ-kur son dakika, bağ-kur güncel",
2026-09-03T20:01:13.256213,mattéo guendouzi,20 B+,"mattéo guendouzi güncel, mattéo guendouzi son dakika",
2026-09-03T20:01:13.756512,franculino,50 B+,"franculino güncel, franculino son dakika",
2026-09-03T20:01:14.257327,motorine zam,20 B+,"motorine zam son dakika, motorine zam güncel",
2026-09-03T20:01:14.758161,ahmet davutoğlu,10 B+,"ahmet davutoğlu güncel, ahmet davutoğlu son dakika",
2026-09-03T20:01:15.258532,eylül ayı enflasyon kira artış oranı,50 B+,"eylül ayı enflasyon kira artış oranı son dakika, eylül ayı enflasyon kira artış oranı güncel",
2026-09-03T20:01:15.759444,can armando güner,5 B+,"can armando güner güncel, can armando güner son dakika",
2026-09-03T20:01:16.260329,iğdır fk - manisa fk,10 B+,"iğdır fk - manisa fk son dakika, iğdır fk - manisa fk güncel",
2026-09-03T20:01:16.761329,abdulkadir emin önen kızı,5 B+,"abdulkadir emin önen kızı son dakika, abdulkadir emin önen kızı güncel",
2026-09-03T20:01:17.262313,zayıflama,10 B+,"zayıflama güncel, zayıflama son dakika",
2026-09-03T20:01:17.763363,bursaspor - istanbulspor,2 B+,"bursaspor - istanbulspor son dakika, bursaspor - istanbulspor güncel",
2026-09-03T20:01:18.264348,millî savunma bakanlığı,2 B+,"millî savunma bakanlığı son dakika, millî savunma bakanlığı güncel",
2026-09-03T20:01:18.765351,palamut,5 B+,"palamut son dakika, palamut güncel",
2026-09-03T20:01:19.266102,hayko cepkin,10 B+,"hayko cepkin güncel, hayko cepkin son dakika",
2026-09-03T21:01:11.413620,ümit akdağ,50 B+,"ümit akdağ son dakika, ümit akdağ güncel",
2026-09-03T21:01:11.914299,bağ-kur,20 B+,"bağ-kur son dakika, bağ-kur güncel",
2026-09-03T21:01:12.414975,trt 1 canlı,20 B+,"trt 1 canlı son dakika, trt 1 canlı güncel",
2026-09-03T21:01:12.915447,motorine zam,20 B+,"motorine zam güncel, motorine zam son dakika",
2026-09-03T21:01:13.416300,bursaspor - istanbulspor,10 B+,"bursaspor - istanbulspor güncel, bursaspor - istanbulspor son dakika",
2026-09-03T21:01:13.917153,mattéo guendouzi,20 B+,"mattéo guendouzi güncel, mattéo guendouzi son dakika",
2026-09-03T21:01:14.417912,ahmet davutoğlu,10 B+,"ahmet davutoğlu güncel, ahmet davutoğlu son dakika",
2026-09-03T21:01:14.918562,eylül ayı enflasyon kira artış oranı,50 B+,"eylül ayı enflasyon kira artış oranı son dakika, eylül ayı enflasyon kira artış oranı güncel",
2026-09-03T21:01:15.419396,can armando güner,5 B+,"can armando güner güncel, can armando güner son dakika",
2026-09-03T21:01:15.920387,millî savunma bakanlığı,5 B+,"millî savunma bakanlığı güncel, millî savunma bakanlığı son dakika",
2026-09-03T21:01:16.421328,abdulkadir emin önen kızı,5 B+,"abdulkadir emin önen kızı son dakika, abdulkadir emin önen kızı güncel",
2026-09-03T21:01:16.922288,palamut,5 B+,"palamut güncel, palamut son dakika",
2026-09-03T21:01:17.423259,bodrumspor - erokspor,2 B+,"bodrumspor - erokspor güncel, bodrumspor - erokspor son dakika",
2026-09-03T21:01:17.924200,zayıflama,10 B+,"zayıflama güncel, zayıflama son dakika",
2026-09-03T21:01:18.425144,asensio,2 B+,"asensio son dakika, asensio güncel",
