timestamp,query,volume,related_top,related_rising
2026-08-30T09:01:15.333782,cem yılmaz,50 B+,"cem yılmaz son dakika, cem yılmaz güncel",
2026-08-30T09:01:15.834570,muğla,20 B+,"muğla güncel, muğla son dakika",
2026-08-30T09:01:16.335364,konyaspor - kocaelispor,100 B+,"konyaspor - kocaelispor güncel, konyaspor - kocaelispor son dakika",
2026-08-30T09:01:16.835765,ceyda düvenci,20 B+,"ceyda düvenci güncel, ceyda düvenci son dakika",
2026-08-30T09:01:17.336579,liverpool - nottingham forest,50 B+,"liverpool - nottingham forest güncel, liverpool - nottingham forest son dakika",
2026-08-30T09:01:17.837352,juventus - parma,10 B+,"juventus - parma güncel, juventus - parma son dakika",
2026-08-30T09:01:18.337676,doğum,10 B+,"doğum son dakika, doğum güncel",
2026-08-30T09:01:18.838594,transfer,50 B+,"transfer son dakika, transfer güncel",
2026-08-30T09:01:19.339501,coventry - hull city,50 B+,"coventry - hull city güncel, coventry - hull city son dakika",
2026-08-30T09:01:19.839873,sevilla - atletico madrid,10 B+,"sevilla - atletico madrid son dakika, sevilla - atletico madrid güncel",
2026-08-30T09:01:20.340715,30 agustos zafer bayramı,10 B+,"30 agustos zafer bayramı güncel, 30 agustos zafer bayramı son dakika",
2026-08-30T09:01:20.841601,muğlaspor,10 B+,"muğlaspor son dakika, muğlaspor güncel",
2026-08-30T09:01:21.342597,youssouf fofana,20 B+,"youssouf fofana son dakika, youssouf fofana güncel",
2026-08-30T09:01:21.843348,öğretim,10 B+,"öğretim güncel, öğretim son dakika",
2026-08-30T09:01:22.344516,zafer bayramı,5 B+,"zafer bayramı son dakika, zafer bayramı güncel",
2026-08-30T10:01:10.414359,cem yılmaz,50 B+,"cem yılmaz güncel, cem yılmaz son dakika",
2026-08-30T10:01:10.915159,konyaspor - kocaelispor,100 B+,"konyaspor - kocaelispor güncel, konyaspor - kocaelispor son dakika",
2026-08-30T10:01:11.416009,zafer bayramı,10 B+,"zafer bayramı güncel, zafer bayramı son dakika",
2026-08-30T10:01:11.916899,transfer,50 B+,"transfer güncel, transfer son dakika",
2026-08-30T10:01:12.417248,muğla,20 B+,"muğla güncel, muğla son dakika",
2026-08-30T10:01:12.918251,ceyda düvenci,20 B+,"ceyda düvenci son dakika, ceyda düvenci güncel",
2026-08-30T10:01:13.419223,liverpool - nottingham forest,50 B+,"liverpool - nottingham forest güncel, liverpool - nottingham forest son dakika",
2026-08-30T10:01:13.919983,juventus - parma,20 B+,"juventus - parma son dakika, juventus - parma güncel",
2026-08-30T10:01:14.420764,doğum,20 B+,"doğum güncel, doğum son dakika",
2026-08-30T10:01:14.921270,sevilla - atletico madrid,10 B+,"sevilla - atletico madrid son dakika, sevilla - atletico madrid güncel",
2026-08-30T10:01:15.422239,coventry - hull city,50 B+,"coventry - hull city son dakika, coventry - hull city güncel",
2026-08-30T10:01:15.923208,youssouf fofana,20 B+,"youssouf fofana son dakika, youssouf fofana güncel",
2026-08-30T10:01:16.424150,öğretim,10 B+,"öğretim güncel, öğretim son dakika",
2026-08-30T10:01:16.925069,muğlaspor,10 B+,"muğlaspor güncel, muğlaspor son dakika",
2026-08-30T10:01:17.426048,lyon - le havre,20 B+,"lyon - le havre güncel, lyon - le havre son dakika",
2026-08-30T21:01:11.392144,real madrid - malaga,100 B+,"real madrid - malaga son dakika, real madrid - malaga güncel",
2026-08-30T21:01:11.892900,real madrid - málaga cf puan durumları,50 B+,"real madrid - málaga cf puan durumları son dakika, real madrid - málaga cf puan durumları güncel",
2026-08-30T21:01:12.393666,eyüpspor - alanyaspor,20 B+,"eyüpspor - alanyaspor güncel, eyüpspor - alanyaspor son dakika",
2026-08-30T21:01:12.894110,girne,50 B+,"girne son dakika, girne güncel",
2026-08-30T21:01:13.394880,samsunspor - fenerbahçe,20 B+,"samsunspor - fenerbahçe son dakika, samsunspor - fenerbahçe güncel",
2026-08-30T21:01:13.895854,manchester united - ipswich,10 B+,"manchester united - ipswich son dakika, manchester united - ipswich güncel",
2026-08-30T21:01:14.396605,haciz,10 B+,"haciz güncel, haciz son dakika",
2026-08-30T21:01:14.897043,cem yılmaz kaç yaşında,50 B+,"cem yılmaz kaç yaşında güncel, cem yılmaz kaç yaşında son dakika",
2026-08-30T21:01:15.397894,sl benfica,5 B+,"sl benfica güncel, sl benfica son dakika",
2026-08-30T21:01:15.898720,scott mctominay,10 B+,"scott mctominay son dakika, scott mctominay güncel",
2026-08-30T21:01:16.399694,arda turan,10 B+,"arda turan güncel, arda turan son dakika",
2026-08-30T21:01:16.900184,burak özçivit,20 B+,"burak özçivit güncel, burak özçivit son dakika",
2026-08-30T21:01:17.401034,motorin zam,20 B+,"motorin zam son dakika, motorin zam güncel",
2026-08-30T21:01:17.902007,الريال ضد مالقا,5 B+,"الريال ضد مالقا güncel, الريال ضد مالقا son dakika",
2026-08-30T21:01:18.402945,oğuz aydın,10 B+,"oğuz aydın son dakika, oğuz aydın güncel",
2026-08-30T22:01:10.330104,samsunspor - fenerbahçe,100 B+,"samsunspor - fenerbahçe güncel, samsunspor - fenerbahçe son dakika",
2026-08-30T22:01:10.830919,real madrid - malaga,100 B+,"real madrid - malaga son dakika, real madrid - malaga güncel",
2026-08-30T22:01:11.331803,girne,50 B+,"girne güncel, girne son dakika",
2026-08-30T22:01:11.832571,eyüpspor - alanyaspor,20 B+,"eyüpspor - alanyaspor son dakika, eyüpspor - alanyaspor güncel",
2026-08-30T22:01:12.333147,real madrid - málaga cf puan durumları,50 B+,"real madrid - málaga cf puan durumları son dakika, real madrid - málaga cf puan durumları güncel",
2026-08-30T22:01:12.833994,başakşehir - kasımpaşa,10 B+,"başakşehir - kasımpaşa güncel, başakşehir - kasımpaşa son dakika",
2026-08-30T22:01:13.334893,haciz,10 B+,"haciz güncel, haciz son dakika",
2026-08-30T22:01:13.835887,sl benfica,10 B+,"sl benfica son dakika, sl benfica güncel",
2026-08-30T22:01:14.336911,burak özçivit,20 B+,"burak özçivit son dakika, burak özçivit güncel",
2026-08-30T22:01:14.837813,motorin zam,20 B+,"motorin zam son dakika, motorin zam güncel",
2026-08-30T22:01:15.338227,oğuz aydın,10 B+,"oğuz aydın son dakika, oğuz aydın güncel",
2026-08-30T22:01:15.839147,scott mctominay,20 B+,"scott mctominay son dakika, scott mctominay güncel",
2026-08-30T22:01:16.340087,manchester united - ipswich,10 B+,"manchester united - ipswich güncel, manchester united - ipswich son dakika",
2026-08-30T22:01:16.841122,arda turan,10 B+,"arda turan güncel, arda turan son dakika",
2026-08-30T22:01:17.342105,الريال ضد مالقا,10 B+,"الريال ضد مالقا güncel, الريال ضد مالقا son dakika",
