timestamp,query,volume,related_top,related_rising
2026-09-23T09:01:14.118026,basın açıklaması,20 B+,"basın açıklaması güncel, basın açıklaması son dakika",
2026-09-23T09:01:14.618781,konyaspor 23 0,20 B+,"konyaspor 23 0 son dakika, konyaspor 23 0 güncel",
2026-09-23T09:01:15.119089,resmi tatil,10 B+,"resmi tatil güncel, resmi tatil son dakika",
2026-09-23T09:01:15.620123,hava durumu,200 B+,"hava durumu son dakika, hava durumu güncel",
2026-09-23T09:01:16.121065,tuzlu kahve 4. bölüm,10 B+,"tuzlu kahve 4. bölüm son dakika, tuzlu kahve 4. bölüm güncel",
2026-09-23T09:01:16.621980,taksici,5 B+,"taksici son dakika, taksici güncel",
2026-09-23T09:01:17.122566,enver altaylı,5 B+,"enver altaylı güncel, enver altaylı son dakika",
2026-09-23T09:01:17.623133,tera portföy yönetimi a.ş.,2 B+,"tera portföy yönetimi a.ş. son dakika, tera portföy yönetimi a.ş. güncel",
2026-09-23T09:01:18.124132,fransa millî futbol takımı,5 B+,"süper lig fransa millî futbol takımı, fransa millî futbol takımı haber, fransa millî futbol takımı süper lig, haber fransa millî futbol takımı, fransa millî futbol takımı son dakika","fransa millî futbol takımı analiz son dakika, analiz fransa millî futbol takımı haberleri"
2026-09-23T09:01:18.625082,yatırım,2 B+,"yatırım güncel, yatırım son dakika",
2026-09-23T09:01:19.126572,wetter,2 B+,"wetter güncel, wetter son dakika",
2026-09-23T09:01:19.627241,погода,5 B+,"погода son dakika, погода güncel",
2026-09-23T09:01:20.128182,weather,2 B+,"weather güncel, weather son dakika",
2026-09-23T09:01:20.629070,anket,2 B+,"anket güncel, anket son dakika",
2026-09-23T09:01:21.130011,golan tepeleri,2 B+,"golan tepeleri güncel, golan tepeleri son dakika",
